id_usuario,carreira_desejada,area_atuacao,nivel_experiencia,nivel_experiencia_num,idade,anos_experiencia,escolaridade,escolaridade_num,tempo_disponivel_semanal,taxa_conclusao_usuario,total_cursos_feitos,score_medio
1938,QA/Tester,Suporte Técnico,Junior,1,24,4,Doutorado,8,8,0.5,6,7.29
1939,DevOps Engineer,Qualidade de Software,Junior,1,51,1,Pós-graduação,6,8,0.8,5,6.56
1940,DevOps Engineer,Outro,Intermediário,2,27,9,Ensino Fundamental,1,20,0.5,4,7.18
1941,Cientista de Dados,Outro,Senior,3,30,6,Doutorado,8,8,0.75,4,7.89
1942,DevOps Engineer,Ciência de Dados,Senior,3,27,9,Superior Incompleto,4,10,0.875,8,8.6
1943,QA/Tester,Suporte Técnico,Intermediário,2,44,18,Doutorado,8,8,0.8,5,8.13
1944,QA/Tester,Design,Junior,1,25,0,Mestrado,7,2,0.6,5,6.84
1945,Analista de Dados,Suporte Técnico,Senior,3,31,13,Pós-graduação,6,20,0.857,7,8.29
1946,Especialista em Cloud,Desenvolvimento de Software,Intermediário,2,22,3,Superior Incompleto,4,15,0.667,6,8.1
1947,Engenheiro de Machine Learning,Outro,Junior,1,36,3,Doutorado,8,4,0.571,7,6.19
1948,Desenvolvedor Backend,Ciência de Dados,Intermediário,2,50,12,Doutorado,8,15,0.8,5,7.52
1949,Especialista em Cloud,Gestão de Produtos,Intermediário,2,50,10,Superior Completo,5,2,0.333,3,6.57
1950,Desenvolvedor Mobile,Segurança da Informação,Senior,3,53,11,Ensino Fundamental,1,10,1.0,6,8.98
1951,QA/Tester,Design,Junior,1,18,0,Técnico,3,8,0.875,8,7.21
1952,Desenvolvedor Backend,Segurança da Informação,Senior,3,33,13,Ensino Médio,2,12,0.75,8,8.66
1953,Analista de Dados,Tecnologia da Informação,Intermediário,2,37,5,Superior Incompleto,4,10,1.0,5,8.02
1954,Designer UX/UI,Ciência de Dados,Intermediário,2,42,4,Superior Completo,5,15,1.0,8,8.73
1955,Especialista em Cloud,Marketing Digital,Intermediário,2,38,17,Superior Completo,5,10,1.0,5,7.36
1956,Analista de Segurança,Outro,Senior,3,46,18,Ensino Médio,2,2,0.429,7,7.77
1957,Desenvolvedor Full Stack,Infraestrutura/Cloud,Junior,1,18,0,Ensino Médio,2,5,1.0,3,7.62
1958,Desenvolvedor Frontend,Qualidade de Software,Junior,1,38,2,Ensino Médio,2,20,1.0,3,7.7
1959,Designer UX/UI,Tecnologia da Informação,Junior,1,20,2,Ensino Médio,2,10,0.667,3,7.49
1960,QA/Tester,Marketing Digital,Senior,3,37,19,Superior Completo,5,4,0.8,5,8.38
1961,DevOps Engineer,Segurança da Informação,Intermediário,2,38,15,Ensino Médio,2,12,1.0,4,7.33
1962,Arquiteto de Software,Marketing Digital,Intermediário,2,23,5,Técnico,3,8,0.571,7,7.55
1963,Analista de Segurança,Ciência de Dados,Intermediário,2,40,8,Mestrado,7,2,0.6,5,7.13
1964,Desenvolvedor Mobile,Infraestrutura/Cloud,Junior,1,19,0,Superior Completo,5,5,0.25,4,7.08
1965,Designer UX/UI,Desenvolvimento de Software,Senior,3,37,8,Superior Completo,5,2,1.0,6,8.1
1966,Engenheiro de Machine Learning,Gestão de Produtos,Intermediário,2,44,14,Superior Incompleto,4,4,0.875,8,7.01
1967,Especialista em Cloud,Segurança da Informação,Intermediário,2,53,18,Superior Incompleto,4,2,0.833,6,6.46
1968,Especialista em Cloud,Gestão de Produtos,Intermediário,2,22,4,Mestrado,7,4,0.333,3,6.93
1969,Analista de Segurança,Segurança da Informação,Intermediário,2,24,6,Pós-graduação,6,12,0.625,8,8.17
1970,DevOps Engineer,Desenvolvimento de Software,Junior,1,21,3,Ensino Médio,2,20,0.833,6,7.73
1971,Engenheiro de Dados,Marketing Digital,Senior,3,47,11,Técnico,3,6,1.0,6,8.36
1972,Desenvolvedor Full Stack,Gestão de Produtos,Senior,3,41,8,Técnico,3,6,0.833,6,8.02
1973,Desenvolvedor Full Stack,Suporte Técnico,Senior,3,41,13,Superior Completo,5,8,0.625,8,7.99
1974,Analista de Dados,Suporte Técnico,Senior,3,35,9,Superior Completo,5,20,0.857,7,8.47
1975,Engenheiro de Machine Learning,Marketing Digital,Senior,3,36,11,Ensino Fundamental,1,4,0.5,4,7.24
1976,QA/Tester,Segurança da Informação,Senior,3,34,10,Técnico,3,5,1.0,3,8.21
1977,Analista de Dados,Infraestrutura/Cloud,Senior,3,40,16,Superior Incompleto,4,2,0.857,7,8.2
1978,Product Manager,Qualidade de Software,Senior,3,32,8,Doutorado,8,15,0.625,8,8.48
1979,Engenheiro de Dados,Suporte Técnico,Senior,3,52,18,Superior Incompleto,4,6,1.0,5,8.05
1980,Desenvolvedor Frontend,Estudante,Junior,1,18,0,Pós-graduação,6,2,0.571,7,6.46
1981,Analista de Dados,Outro,Senior,3,49,6,Técnico,3,10,0.75,4,7.94
1982,Desenvolvedor Mobile,Tecnologia da Informação,Senior,3,35,15,Superior Completo,5,4,0.857,7,7.73
1983,Engenheiro de Dados,Suporte Técnico,Intermediário,2,46,17,Ensino Fundamental,1,15,1.0,3,8.48
1984,QA/Tester,Segurança da Informação,Junior,1,48,1,Superior Completo,5,12,0.75,4,7.08
1985,Desenvolvedor Mobile,Design,Senior,3,53,17,Mestrado,7,10,1.0,7,8.6
1986,Desenvolvedor Frontend,Outro,Senior,3,26,8,Pós-graduação,6,15,0.75,4,8.25
1987,Arquiteto de Software,Segurança da Informação,Intermediário,2,52,17,Ensino Médio,2,8,0.75,4,7.18
1988,Especialista em Cloud,Suporte Técnico,Intermediário,2,31,3,Doutorado,8,12,0.5,4,7.67
1989,Product Manager,Outro,Senior,3,37,11,Doutorado,8,4,0.333,3,7.85
1990,Desenvolvedor Mobile,Outro,Senior,3,31,13,Superior Incompleto,4,6,0.667,3,8.29
1991,Cientista de Dados,Design,Intermediário,2,21,3,Técnico,3,15,0.625,8,7.33
1992,Designer UX/UI,Outro,Junior,1,18,0,Ensino Médio,2,20,0.833,6,7.23
1993,Engenheiro de Dados,Segurança da Informação,Senior,3,29,9,Superior Incompleto,4,8,0.75,4,7.42
1994,DevOps Engineer,Tecnologia da Informação,Senior,3,29,6,Mestrado,7,4,1.0,6,7.78
1995,Desenvolvedor Frontend,Tecnologia da Informação,Junior,1,19,0,Mestrado,7,2,0.5,8,7.17
1996,QA/Tester,Desenvolvimento de Software,Senior,3,48,18,Superior Incompleto,4,12,0.75,8,8.84
1997,Desenvolvedor Frontend,Marketing Digital,Senior,3,51,5,Mestrado,7,4,1.0,7,8.36
1998,Analista de Segurança,Design,Senior,3,51,11,Doutorado,8,10,0.667,6,8.52
1999,Analista de Dados,Infraestrutura/Cloud,Senior,3,54,17,Doutorado,8,5,0.75,4,7.8
2000,Analista de Dados,Desenvolvimento de Software,Junior,1,20,0,Técnico,3,5,0.875,8,6.72
2001,DevOps Engineer,Outro,Senior,3,29,9,Técnico,3,2,1.0,3,8.5
2002,Designer UX/UI,Segurança da Informação,Junior,1,30,1,Superior Incompleto,4,6,0.5,4,6.91
2003,DevOps Engineer,Infraestrutura/Cloud,Senior,3,27,6,Técnico,3,15,0.333,3,8.64
2004,QA/Tester,Tecnologia da Informação,Intermediário,2,34,14,Mestrado,7,10,0.75,8,8.23
2005,Desenvolvedor Frontend,Marketing Digital,Junior,1,22,2,Superior Completo,5,20,1.0,3,8.49
2006,Designer UX/UI,Desenvolvimento de Software,Senior,3,30,11,Pós-graduação,6,8,0.833,6,8.3
2007,Engenheiro de Dados,Design,Junior,1,21,2,Doutorado,8,5,0.8,5,7.36
2008,Especialista em Cloud,Desenvolvimento de Software,Junior,1,21,2,Mestrado,7,15,0.6,5,7.2
2009,QA/Tester,Design,Intermediário,2,52,11,Superior Incompleto,4,20,0.75,8,7.92
2010,Analista de Segurança,Outro,Junior,1,30,3,Ensino Fundamental,1,10,0.714,7,6.73
2011,Designer UX/UI,Marketing Digital,Intermediário,2,34,3,Ensino Fundamental,1,15,0.875,8,8.56
2012,DevOps Engineer,Qualidade de Software,Senior,3,52,16,Doutorado,8,20,0.75,4,8.62
2013,Especialista em Cloud,Gestão de Produtos,Junior,1,19,0,Técnico,3,6,0.857,7,6.07
2014,Especialista em Cloud,Desenvolvimento de Software,Senior,3,45,10,Doutorado,8,10,1.0,3,8.77
2015,Arquiteto de Software,Infraestrutura/Cloud,Junior,1,20,2,Pós-graduação,6,15,0.429,7,6.98
2016,Especialista em Cloud,Qualidade de Software,Intermediário,2,22,2,Mestrado,7,12,0.625,8,7.53
2017,Desenvolvedor Mobile,Gestão de Produtos,Senior,3,30,8,Ensino Fundamental,1,20,1.0,5,8.75
2018,QA/Tester,Infraestrutura/Cloud,Senior,3,29,10,Superior Completo,5,15,0.833,6,8.91
2019,Desenvolvedor Frontend,Desenvolvimento de Software,Senior,3,50,7,Ensino Fundamental,1,10,0.714,7,8.57
2020,Designer UX/UI,Suporte Técnico,Intermediário,2,33,12,Ensino Médio,2,5,0.667,6,7.24
2021,Product Manager,Segurança da Informação,Junior,1,20,2,Ensino Fundamental,1,12,0.286,7,7.91
2022,Especialista em Cloud,Infraestrutura/Cloud,Intermediário,2,27,9,Ensino Fundamental,1,6,0.5,4,7.01
2023,Arquiteto de Software,Segurança da Informação,Intermediário,2,51,2,Ensino Fundamental,1,15,0.4,5,7.61
2024,Especialista em Cloud,Ciência de Dados,Intermediário,2,48,10,Doutorado,8,12,0.8,5,6.95
2025,Especialista em Cloud,Segurança da Informação,Junior,1,19,0,Pós-graduação,6,20,0.5,4,6.52
2026,Analista de Dados,Qualidade de Software,Intermediário,2,49,19,Doutorado,8,20,0.75,8,8.01
2027,Engenheiro de Dados,Gestão de Produtos,Intermediário,2,51,17,Mestrado,7,20,1.0,5,8.38
2028,Analista de Segurança,Segurança da Informação,Senior,3,29,6,Mestrado,7,12,0.75,4,8.16
2029,Desenvolvedor Frontend,Tecnologia da Informação,Senior,3,34,12,Técnico,3,10,0.875,8,8.38
2030,Desenvolvedor Backend,Desenvolvimento de Software,Intermediário,2,40,13,Ensino Médio,2,10,0.6,5,7.39
2031,Cientista de Dados,Gestão de Produtos,Junior,1,19,0,Técnico,3,20,0.857,7,8.12
2032,Desenvolvedor Full Stack,Qualidade de Software,Intermediário,2,46,7,Técnico,3,8,0.714,7,8.13
2033,Engenheiro de Machine Learning,Estudante,Intermediário,2,50,17,Mestrado,7,8,1.0,4,7.12
2034,Engenheiro de Dados,Desenvolvimento de Software,Senior,3,35,5,Pós-graduação,6,10,0.667,3,8.86
2035,Analista de Dados,Tecnologia da Informação,Intermediário,2,54,18,Superior Incompleto,4,4,0.6,5,8.1
2036,Especialista em Cloud,Qualidade de Software,Junior,1,40,0,Superior Incompleto,4,10,0.667,6,7.27
2037,DevOps Engineer,Segurança da Informação,Junior,1,52,1,Mestrado,7,4,0.667,6,6.73
2038,Desenvolvedor Frontend,Design,Senior,3,47,12,Pós-graduação,6,20,0.857,7,8.41
2039,Designer UX/UI,Gestão de Produtos,Junior,1,33,4,Doutorado,8,12,0.857,7,6.84
2040,Analista de Dados,Suporte Técnico,Senior,3,45,6,Ensino Fundamental,1,6,0.667,6,8.34
2041,Designer UX/UI,Qualidade de Software,Intermediário,2,41,12,Ensino Médio,2,12,1.0,6,8.46
2042,Especialista em Cloud,Segurança da Informação,Junior,1,22,1,Técnico,3,8,0.5,6,6.58
2043,Cientista de Dados,Qualidade de Software,Intermediário,2,32,14,Doutorado,8,5,0.8,5,7.84
2044,Analista de Segurança,Suporte Técnico,Intermediário,2,46,18,Superior Incompleto,4,12,0.5,8,7.55
2045,Engenheiro de Dados,Segurança da Informação,Intermediário,2,21,2,Superior Incompleto,4,15,0.6,5,8.15
2046,QA/Tester,Segurança da Informação,Intermediário,2,46,19,Ensino Fundamental,1,2,0.833,6,7.76
2047,Analista de Segurança,Infraestrutura/Cloud,Junior,1,28,0,Superior Completo,5,8,0.857,7,6.84
2048,Arquiteto de Software,Desenvolvimento de Software,Senior,3,48,5,Ensino Fundamental,1,4,0.8,5,7.98
2049,Cientista de Dados,Qualidade de Software,Intermediário,2,44,3,Mestrado,7,4,0.857,7,7.28
2050,Analista de Segurança,Suporte Técnico,Junior,1,18,0,Superior Completo,5,5,0.5,4,6.18
2051,Desenvolvedor Full Stack,Desenvolvimento de Software,Senior,3,45,6,Ensino Médio,2,2,0.875,8,8.19
2052,Desenvolvedor Frontend,Gestão de Produtos,Intermediário,2,42,10,Ensino Médio,2,10,0.833,6,8.35
2053,Engenheiro de Machine Learning,Segurança da Informação,Junior,1,37,2,Mestrado,7,5,0.75,4,5.73
2054,Product Manager,Segurança da Informação,Junior,1,19,1,Pós-graduação,6,8,1.0,3,7.23
2055,Arquiteto de Software,Design,Junior,1,19,1,Doutorado,8,10,0.667,6,6.64
2056,Cientista de Dados,Ciência de Dados,Senior,3,48,9,Pós-graduação,6,4,1.0,3,7.86
2057,Desenvolvedor Mobile,Infraestrutura/Cloud,Junior,1,29,3,Pós-graduação,6,10,1.0,3,8.02
2058,QA/Tester,Outro,Senior,3,38,16,Ensino Fundamental,1,10,0.8,5,8.59
2059,DevOps Engineer,Estudante,Junior,1,20,1,Técnico,3,8,1.0,4,6.69
2060,Analista de Dados,Segurança da Informação,Senior,3,43,12,Doutorado,8,10,1.0,5,8.82
2061,Designer UX/UI,Tecnologia da Informação,Intermediário,2,43,7,Ensino Médio,2,8,0.714,7,7.83
2062,QA/Tester,Suporte Técnico,Senior,3,32,14,Ensino Médio,2,2,0.875,8,7.93
2063,Analista de Segurança,Gestão de Produtos,Junior,1,20,0,Pós-graduação,6,15,1.0,8,7.67
2064,Analista de Dados,Desenvolvimento de Software,Junior,1,38,1,Ensino Fundamental,1,10,0.714,7,7.28
2065,Desenvolvedor Frontend,Infraestrutura/Cloud,Senior,3,44,5,Superior Incompleto,4,10,0.75,4,8.25
2066,Desenvolvedor Full Stack,Ciência de Dados,Senior,3,42,10,Ensino Fundamental,1,15,0.5,4,8.12
2067,Arquiteto de Software,Outro,Junior,1,25,0,Superior Incompleto,4,8,0.0,3,6.32
2068,Desenvolvedor Frontend,Qualidade de Software,Intermediário,2,24,5,Superior Completo,5,8,0.714,7,6.88
2069,Desenvolvedor Mobile,Infraestrutura/Cloud,Senior,3,25,5,Ensino Fundamental,1,10,0.5,4,8.22
2070,DevOps Engineer,Outro,Intermediário,2,38,19,Superior Incompleto,4,15,0.75,4,7.43
2071,Desenvolvedor Mobile,Suporte Técnico,Senior,3,48,17,Ensino Médio,2,20,0.667,6,8.85
2072,Product Manager,Segurança da Informação,Senior,3,46,15,Técnico,3,20,1.0,4,8.53
2073,Desenvolvedor Mobile,Suporte Técnico,Intermediário,2,32,9,Técnico,3,10,0.571,7,8.06
2074,Product Manager,Desenvolvimento de Software,Junior,1,33,3,Ensino Médio,2,6,0.75,4,6.44
2075,Cientista de Dados,Qualidade de Software,Intermediário,2,54,6,Superior Completo,5,12,0.5,4,8.02
2076,Analista de Segurança,Suporte Técnico,Senior,3,46,15,Superior Completo,5,10,1.0,3,8.14
2077,Designer UX/UI,Infraestrutura/Cloud,Senior,3,45,15,Mestrado,7,10,1.0,6,8.56
2078,Arquiteto de Software,Suporte Técnico,Senior,3,48,13,Pós-graduação,6,8,0.875,8,8.32
2079,Analista de Segurança,Gestão de Produtos,Senior,3,50,8,Ensino Médio,2,20,1.0,4,8.41
2080,Designer UX/UI,Infraestrutura/Cloud,Senior,3,44,12,Pós-graduação,6,5,0.75,8,8.07
2081,Especialista em Cloud,Estudante,Intermediário,2,45,7,Superior Incompleto,4,12,0.833,6,7.74
2082,Cientista de Dados,Gestão de Produtos,Intermediário,2,46,4,Doutorado,8,12,1.0,4,7.79
2083,Desenvolvedor Full Stack,Gestão de Produtos,Intermediário,2,53,8,Pós-graduação,6,4,1.0,3,8.42
2084,QA/Tester,Qualidade de Software,Senior,3,42,8,Superior Incompleto,4,8,0.333,3,8.97
2085,Analista de Dados,Tecnologia da Informação,Junior,1,44,0,Superior Incompleto,4,12,0.857,7,7.47
2086,Desenvolvedor Backend,Marketing Digital,Senior,3,27,9,Ensino Médio,2,6,0.6,5,8.28
2087,Arquiteto de Software,Tecnologia da Informação,Intermediário,2,42,2,Doutorado,8,10,0.625,8,7.37
2088,Especialista em Cloud,Estudante,Junior,1,23,1,Pós-graduação,6,4,0.667,6,7.05
2089,Analista de Segurança,Design,Junior,1,40,1,Ensino Médio,2,10,1.0,5,6.51
2090,DevOps Engineer,Ciência de Dados,Senior,3,54,19,Ensino Fundamental,1,12,1.0,8,8.76
2091,Designer UX/UI,Ciência de Dados,Intermediário,2,41,15,Doutorado,8,6,1.0,5,8.26
2092,Arquiteto de Software,Infraestrutura/Cloud,Junior,1,18,0,Ensino Médio,2,2,0.4,5,6.0
2093,Desenvolvedor Frontend,Estudante,Junior,1,18,0,Mestrado,7,20,0.833,6,7.54
2094,Engenheiro de Dados,Outro,Junior,1,20,0,Técnico,3,12,0.75,4,6.39
2095,Desenvolvedor Full Stack,Infraestrutura/Cloud,Senior,3,41,11,Superior Completo,5,2,0.8,5,8.06
2096,Arquiteto de Software,Gestão de Produtos,Senior,3,41,9,Ensino Médio,2,5,1.0,4,7.4
2097,Desenvolvedor Full Stack,Segurança da Informação,Intermediário,2,41,3,Superior Completo,5,15,1.0,3,8.77
2098,Analista de Dados,Tecnologia da Informação,Intermediário,2,33,14,Mestrado,7,5,0.833,6,8.11
2099,Analista de Segurança,Qualidade de Software,Senior,3,32,13,Ensino Fundamental,1,20,1.0,5,8.48
2100,Analista de Dados,Infraestrutura/Cloud,Junior,1,28,0,Ensino Médio,2,5,0.5,4,6.73
2101,Engenheiro de Dados,Suporte Técnico,Junior,1,21,1,Ensino Fundamental,1,8,0.8,5,7.52
2102,DevOps Engineer,Segurança da Informação,Intermediário,2,30,9,Superior Incompleto,4,4,0.667,3,7.41
2103,Desenvolvedor Frontend,Estudante,Intermediário,2,51,6,Ensino Médio,2,20,0.8,5,7.83
2104,QA/Tester,Qualidade de Software,Senior,3,40,6,Superior Completo,5,12,0.857,7,8.65
2105,Analista de Dados,Infraestrutura/Cloud,Junior,1,20,2,Doutorado,8,12,0.5,8,7.4
2106,Desenvolvedor Mobile,Desenvolvimento de Software,Junior,1,43,0,Ensino Fundamental,1,8,0.714,7,6.92
2107,Desenvolvedor Backend,Design,Junior,1,32,1,Mestrado,7,20,0.833,6,7.49
2108,Designer UX/UI,Suporte Técnico,Junior,1,24,3,Superior Completo,5,6,1.0,3,7.03
2109,Desenvolvedor Backend,Infraestrutura/Cloud,Senior,3,53,12,Pós-graduação,6,2,0.667,3,8.09
2110,Engenheiro de Dados,Estudante,Intermediário,2,52,15,Técnico,3,10,0.75,4,8.15
2111,Desenvolvedor Mobile,Segurança da Informação,Senior,3,53,15,Ensino Fundamental,1,5,0.75,4,8.26
2112,Engenheiro de Dados,Ciência de Dados,Junior,1,18,0,Superior Incompleto,4,5,0.5,4,5.78
2113,Especialista em Cloud,Tecnologia da Informação,Senior,3,41,10,Superior Incompleto,4,6,0.75,4,8.17
2114,DevOps Engineer,Outro,Intermediário,2,54,3,Doutorado,8,6,0.75,4,7.77
2115,Analista de Segurança,Qualidade de Software,Intermediário,2,21,3,Pós-graduação,6,6,1.0,6,7.43
2116,Analista de Dados,Marketing Digital,Senior,3,35,17,Ensino Médio,2,20,1.0,4,8.17
2117,QA/Tester,Estudante,Junior,1,35,1,Superior Incompleto,4,8,0.4,5,7.66
2118,QA/Tester,Estudante,Senior,3,53,11,Superior Incompleto,4,12,0.667,6,8.79
2119,Desenvolvedor Mobile,Infraestrutura/Cloud,Intermediário,2,46,16,Superior Incompleto,4,5,0.667,3,7.56
2120,DevOps Engineer,Outro,Intermediário,2,26,8,Mestrado,7,2,0.571,7,7.15
2121,Analista de Dados,Desenvolvimento de Software,Junior,1,19,0,Pós-graduação,6,2,0.6,5,7.1
2122,Desenvolvedor Full Stack,Tecnologia da Informação,Junior,1,37,1,Ensino Fundamental,1,5,0.875,8,6.13
2123,Designer UX/UI,Tecnologia da Informação,Intermediário,2,36,4,Superior Completo,5,4,0.667,6,7.76
2124,Desenvolvedor Mobile,Suporte Técnico,Junior,1,33,3,Pós-graduação,6,12,0.8,5,7.61
2125,Desenvolvedor Full Stack,Ciência de Dados,Intermediário,2,31,11,Superior Completo,5,5,0.429,7,7.69
2126,Desenvolvedor Mobile,Design,Intermediário,2,22,4,Técnico,3,2,0.875,8,7.81
2127,Analista de Segurança,Segurança da Informação,Intermediário,2,26,7,Técnico,3,2,0.625,8,7.57
2128,Desenvolvedor Full Stack,Desenvolvimento de Software,Intermediário,2,26,6,Ensino Médio,2,20,0.667,6,8.54
2129,Analista de Segurança,Suporte Técnico,Junior,1,23,4,Mestrado,7,6,1.0,4,5.94
2130,Engenheiro de Dados,Ciência de Dados,Intermediário,2,33,10,Doutorado,8,5,0.625,8,7.8
2131,Engenheiro de Dados,Marketing Digital,Senior,3,35,17,Técnico,3,20,0.75,8,8.62
2132,Especialista em Cloud,Qualidade de Software,Junior,1,30,3,Ensino Médio,2,12,0.667,6,7.15
2133,Desenvolvedor Backend,Desenvolvimento de Software,Junior,1,31,0,Superior Incompleto,4,6,0.333,3,6.97
2134,Designer UX/UI,Gestão de Produtos,Senior,3,54,7,Pós-graduação,6,4,1.0,3,8.23
2135,Product Manager,Gestão de Produtos,Junior,1,22,4,Superior Incompleto,4,20,0.667,3,7.82
2136,Especialista em Cloud,Qualidade de Software,Junior,1,49,0,Superior Incompleto,4,5,0.75,4,6.2
2137,Analista de Segurança,Segurança da Informação,Senior,3,47,17,Técnico,3,5,1.0,4,7.5
2138,Desenvolvedor Mobile,Estudante,Intermediário,2,43,8,Superior Completo,5,4,1.0,3,8.61
2139,Analista de Segurança,Segurança da Informação,Junior,1,20,2,Doutorado,8,6,0.25,8,6.53
2140,Engenheiro de Machine Learning,Tecnologia da Informação,Intermediário,2,30,6,Ensino Médio,2,5,0.5,6,6.74
2141,Designer UX/UI,Gestão de Produtos,Senior,3,40,8,Pós-graduação,6,4,0.75,4,7.54
2142,Designer UX/UI,Infraestrutura/Cloud,Senior,3,48,11,Pós-graduação,6,4,0.75,8,8.14
2143,Engenheiro de Dados,Segurança da Informação,Senior,3,49,17,Doutorado,8,8,0.333,3,8.96
2144,DevOps Engineer,Infraestrutura/Cloud,Senior,3,27,8,Mestrado,7,20,1.0,3,9.08
2145,QA/Tester,Qualidade de Software,Intermediário,2,54,6,Ensino Fundamental,1,10,0.75,4,8.63
2146,Desenvolvedor Mobile,Ciência de Dados,Junior,1,20,1,Superior Incompleto,4,5,0.571,7,6.39
2147,Analista de Dados,Ciência de Dados,Senior,3,41,5,Mestrado,7,2,0.5,6,8.22
2148,Product Manager,Desenvolvimento de Software,Senior,3,29,10,Superior Completo,5,6,1.0,5,8.45
2149,Desenvolvedor Frontend,Desenvolvimento de Software,Senior,3,28,6,Superior Completo,5,4,0.5,4,8.06
2150,Designer UX/UI,Marketing Digital,Senior,3,43,17,Ensino Fundamental,1,8,0.5,4,8.44
2151,Designer UX/UI,Qualidade de Software,Senior,3,53,7,Mestrado,7,6,0.667,3,8.42
2152,DevOps Engineer,Gestão de Produtos,Senior,3,39,17,Pós-graduação,6,15,0.5,4,8.54
2153,Engenheiro de Dados,Design,Intermediário,2,51,14,Ensino Fundamental,1,20,1.0,4,7.4
2154,DevOps Engineer,Ciência de Dados,Senior,3,37,7,Ensino Médio,2,20,0.5,4,8.03
2155,QA/Tester,Tecnologia da Informação,Intermediário,2,36,4,Ensino Médio,2,15,0.833,6,8.33
2156,QA/Tester,Ciência de Dados,Intermediário,2,36,7,Ensino Médio,2,5,0.5,8,7.74
2157,Engenheiro de Dados,Estudante,Senior,3,46,6,Superior Incompleto,4,20,0.875,8,8.71
2158,Desenvolvedor Mobile,Suporte Técnico,Senior,3,50,18,Superior Completo,5,8,0.75,4,7.94
2159,Engenheiro de Machine Learning,Suporte Técnico,Junior,1,36,0,Superior Incompleto,4,12,0.875,8,7.03
2160,Engenheiro de Machine Learning,Qualidade de Software,Intermediário,2,24,6,Superior Completo,5,15,0.875,8,7.36
2161,Especialista em Cloud,Design,Intermediário,2,45,4,Pós-graduação,6,2,1.0,6,6.89
2162,Analista de Dados,Qualidade de Software,Intermediário,2,43,4,Ensino Fundamental,1,10,0.5,6,8.19
2163,Arquiteto de Software,Segurança da Informação,Intermediário,2,32,12,Mestrado,7,2,1.0,3,7.1
2164,Desenvolvedor Mobile,Outro,Junior,1,40,0,Superior Incompleto,4,4,1.0,5,6.88
2165,DevOps Engineer,Ciência de Dados,Senior,3,47,15,Doutorado,8,12,1.0,4,8.72
2166,Analista de Segurança,Infraestrutura/Cloud,Senior,3,50,15,Ensino Médio,2,2,0.833,6,7.99
2167,Analista de Segurança,Ciência de Dados,Junior,1,19,0,Mestrado,7,10,0.75,8,7.41
2168,Desenvolvedor Mobile,Infraestrutura/Cloud,Senior,3,41,17,Ensino Fundamental,1,20,1.0,8,8.68
2169,Desenvolvedor Backend,Qualidade de Software,Intermediário,2,25,5,Superior Completo,5,2,1.0,3,7.35
2170,DevOps Engineer,Suporte Técnico,Intermediário,2,46,5,Pós-graduação,6,10,0.714,7,8.11
2171,Analista de Dados,Gestão de Produtos,Intermediário,2,23,4,Mestrado,7,5,0.714,7,7.97
2172,Engenheiro de Dados,Qualidade de Software,Intermediário,2,39,18,Ensino Fundamental,1,12,0.875,8,8.74
2173,Desenvolvedor Backend,Marketing Digital,Senior,3,24,6,Mestrado,7,4,0.875,8,8.41
2174,Desenvolvedor Mobile,Gestão de Produtos,Intermediário,2,30,8,Mestrado,7,8,0.8,5,8.09
2175,DevOps Engineer,Tecnologia da Informação,Senior,3,26,7,Doutorado,8,6,0.875,8,8.03
2176,Desenvolvedor Frontend,Desenvolvimento de Software,Intermediário,2,42,12,Técnico,3,4,0.714,7,7.89
2177,Analista de Segurança,Outro,Junior,1,51,2,Doutorado,8,10,0.714,7,6.59
2178,Desenvolvedor Backend,Ciência de Dados,Junior,1,20,0,Mestrado,7,15,0.667,3,6.77
2179,Cientista de Dados,Ciência de Dados,Junior,1,23,3,Superior Completo,5,2,0.75,4,6.21
2180,DevOps Engineer,Estudante,Junior,1,20,2,Ensino Fundamental,1,12,1.0,4,7.06
2181,Engenheiro de Dados,Gestão de Produtos,Junior,1,29,4,Técnico,3,5,0.5,4,6.16
2182,Desenvolvedor Backend,Segurança da Informação,Junior,1,28,3,Doutorado,8,8,0.429,7,6.8
2183,Analista de Dados,Ciência de Dados,Junior,1,18,0,Superior Incompleto,4,20,0.75,4,7.41
2184,Cientista de Dados,Gestão de Produtos,Intermediário,2,54,12,Doutorado,8,15,1.0,5,8.07
2185,Product Manager,Qualidade de Software,Intermediário,2,52,3,Superior Incompleto,4,12,0.75,4,8.48
2186,Cientista de Dados,Ciência de Dados,Intermediário,2,46,2,Técnico,3,10,1.0,5,8.51
2187,Desenvolvedor Frontend,Gestão de Produtos,Senior,3,32,9,Superior Incompleto,4,20,1.0,3,9.1
2188,Engenheiro de Dados,Qualidade de Software,Senior,3,33,9,Doutorado,8,2,0.875,8,8.38
2189,Product Manager,Estudante,Senior,3,49,18,Ensino Médio,2,4,0.833,6,8.11
2190,Arquiteto de Software,Infraestrutura/Cloud,Junior,1,41,1,Superior Completo,5,10,0.833,6,7.51
2191,Analista de Dados,Qualidade de Software,Intermediário,2,48,18,Mestrado,7,15,1.0,6,8.62
2192,Desenvolvedor Backend,Qualidade de Software,Intermediário,2,43,2,Mestrado,7,20,0.714,7,8.29
2193,Analista de Dados,Suporte Técnico,Junior,1,18,0,Ensino Médio,2,10,1.0,8,7.27
2194,Analista de Dados,Outro,Intermediário,2,35,8,Superior Incompleto,4,10,0.857,7,8.8
